Лемур варі,Родина Lemuridae,,Varecia variegata,"Один із найбільших лемурів – своєрідних мавп, які нині водяться лише на Мадагаскарі. Живе у рівнинних та підгірних дощових лісах у східній частині острова. Деревна тварина, активна переважно у сутінках. Тримається невеликими гуртами по 4-10 особин. Основу живлення складають фрукти. Як вид, що перебуває під загрозою знищення, занесено до Червоної книги МСОП.",http://uk.wikipedia.org/wiki/Лемур_варі,imgs/113.jpg,До 1900-х,
Галаго сенегальський,Родина Galagidae,Сенегальський галаго,Galago senegalensis,"Мешканець вологих лісів Західної Африки. Надзвичайно великі очі допомагають цій мавпочці знаходити здобич вночі (жуків, метеликів тощо). Вдень спить у гніздах, які споруджує на деревах. Щоб не докучав денний гамір, згортає вуха й затикає ними слухові отвори.",http://uk.wikipedia.org/wiki/Галаго_сенегальський,imgs/18.jpg,До 1900-х,
Даман капський (гірський),Родина Procaviidae,,Procavia capensis,"Дамани це невеличкі ссавці, які є віддаленими родичами сучасних слонів та сирен. Поширені в Африці та Південно-західній Азії.",http://uk.wikipedia.org/wiki/Даман_капський,imgs/125.jpg,До 1900-х,
Носоріг білий,Родина Rhinocerotidae,Білий носоріг,Ceratotherium simum,"Один із найбільших ссавців суходолу (вага до 3,5 тонн). Розповсюджений у саванах Африки на південь від Сахари. Переслідується людиною заради м’яса, рогу (цінується в східній медицині). Ареал й чисельність швидко скорочуються. Занесений до Червоної книги МСОП.",http://uk.wikipedia.org/wiki/Білий_носоріг,imgs/17.jpg,До 1900-х,
Білуга каспійсько-чорноморська (звичайна),Родина Acipenseridae,,Huso huso,"Найбільша прісноводна риба Земної кулі. Для нересту вона заходить далеко в річки. Завдовжки може сягати 5 метрів, вага — до 1 тонни (зазвичай ловлять особин до 2,5 метрів і до 200–300 кілограмів). Занесена до Червоної книги України.",http://uk.wikipedia.org/wiki/Білуга,,До 1900-х,
"Акула блакитна (синя, мокой)",Родина Carcharhinidae,,Prionace glauca,"Загальна довжина цієї акули досягає 3,8 метра, з вагою близько 200 кілограмів. Відноситься до океанічних, хоча трапляється іноді біля берегів. Зустрічається скрізь в помірних та тропічних водах Світового океану.",http://uk.wikipedia.org/wiki/Акула_блакитна,,До 1900-х,
Калоринх капський,Родина Callorhinchidae,Капський калоринх,Callorhinchus capensis,"Поширений у водах Індійського океану. Передня частина рила у нього видовжена у своєрідний сильно стиснутий з боків ""хобот"". Цей орган служить як локатор і як ""лопата"", за допомогою якої тварина знаходить собі їжу.",http://en.wikipedia.org/wiki/Cape_elephantfish,imgs/35.jpg,До 1900-х,
Хвостокол звичайний (морський кіт),Родина Dasyatidae,,Dasyatis pastinaca,"Мешкає даний вид в Північно-Східній Атлантиці, а також в Середземному і Чорному морях. Назву (хвостокол) йому дали за те, що він б'є порушника свого спокою хвостом, озброєним колючкою. Це знаряддя тварина використовує тільки для оборони, а не для добування їжі.",http://uk.wikipedia.org/wiki/Морський_кіт,imgs/149.jpg,До 1900-х,
Лопатоніс амудар'їнський,Родина Acipenseridae,,Pseudoscaphirhynchus kaufmanni,"Дуже рідкісна річкова риба, яка мешкає в каламутних водах Амудар'ї у Середній Азії. У лопатоноса кінець хвостового плавця витягнутий у довгу хвостову нитку.",http://uk.wikipedia.org/wiki/Псевдолопатоніс_великий,imgs/139.jpg,До 1900-х,
"Піранья Наттерера (червона, звичайна)",Родина Serrasalmidae,,Pygocentrus nattereri,"Ця річкова північноамериканська риба зажила недоброї слави. Збираючись зграями, піраньї нападають на здобич, і, вириваючи із тіла дрібні шматочки, за лічені хвилини залишають від тварин лише кістяк.",http://uk.wikipedia.org/wiki/Піранья_звичайна,imgs/145.jpg,До 1900-х,
Амур білий,Родина Cyprinidae,Білий амур,Ctenopharyngodon idella,"Його батьківщина - річки Китаю та Далекого Сходу: Амур та Уссурі. Живиться білий амур водяними рослинами - очеретом, комишем тощо. М'ясо амура смачне й жирне.",http://uk.wikipedia.org/wiki/Амур_білий,imgs/44.jpg,До 1900-х,
"Вугор європейський (річковий, звичайний)",Родина Anguillidae,,Anguilla anguilla,"Вугор європейський водиться в річках і озерах Північної Америки та Європи. Вугри досягають 2 метрів завдовжки та ваги до 6 кілограмів. Їхнє м'ясо високо цінується на світовому ринку. Місце нересту цієї риби Саргасове море біля берегів Америки. Личинки які щойно народились, підхоплюються течією й повільно переносяться до берегів Європи й Америки.",http://uk.wikipedia.org/wiki/Вугор_європейський,imgs/45.jpg,До 1900-х,
Тунець жовтоперий (жовтохвостий),Родина Scombridae,,Thunnus albacares,"Поширений у водах Індійського, Тихого та Атлантичного океанів. Розміри тунця досягають 2 метрів, а вага 130 кілограмів. Живиться цей хижак різними рибами, головоногими молюсками та ракоподібними. Тунець це важливий промисловий вид. М'ясо смачне й поживне.",http://uk.wikipedia.org/wiki/Тунець_жовтоперий,imgs/32.jpg,До 1900-х,
Морський коник довгорилий,Родина Syngnathidae,"Морський довгорилий коник, коник морський довгорилий, коник довгорилий морський, довгорилий морський коник, довгорилий коник морський",Hippocampus guttulatus,"Поширені морські коники в тропічних та помірних морях всього світу. Названі так за свій зовнішній вигляд, верхня частина їх тіла нагадує голову коня. Морські коники є яйцеживородними та єдиними відомими тваринами, у яких вагітніє та народжує потомство самець, а не самиця.",http://uk.wikipedia.org/wiki/Морський_коник_довгорилий,imgs/49.jpg,До 1900-х,
Тритон звичайний,Родина Salamandridae,Звичайний тритон,Triturus (Lissotriton) vulgaris,"Ця невелика, до 11 сантиметрів завдовжки, тваринка зустрічається біля неглибоких водойм: струмків, озер, ставків, стариків річок у лісах Європи та західного Сибіру.",http://uk.wikipedia.org/wiki/Тритон_звичайний,imgs/171.jpg,До 1900-х,
Болотяна черепаха європейська,Родина Emydidae,,Emys orbicularis,"Ареал виду охоплює Південну та Центральну Європу, Передню Азію та Північно-Західну частину Африки. В Україні мешкає у річках басейну Чорного моря та в Криму. Це тварини, які дуже чутливі до погіршення середовища існування, тож їх можна вважати «видом-показником» якості довкілля.",http://uk.wikipedia.org/wiki/Болотна_черепаха_європейська,imgs/55.jpg,До 1900-х,
Довгоголова морська черепаха (лоґерхед),Родина Cheloniidae,,Caretta caretta,"Єдиний представник роду довгоголових морських черепах родини морських черепах підряду морських черепах. Має 2 підвиди. Інша назва лоґергед. Завдовжки досягає 95 сантиметрів (іноді 1,3—2,13 метра), жива вага до 110 кілограмів (рідше 160), разом з панциром до 450 кілограмів. Полюбляє тропічні та субтропічні води. Веде пелагічний морський спосіб життя. На суходіл виходить лише для відкладання яєць. Харчується переважно тваринною їжею — крабами, молюсками, рідше медузами й рибою.",http://uk.wikipedia.org/wiki/Довгоголова_морська_черепаха,imgs/165.jpg,До 1900-х,
Гекон токі (токей),Родина Gekkonidae,,Gekko gecko,"Є справжнім велетнем серед геконів. Довжина тіла 34-36 сантиметрів, вага 150-300 грамів. Забарвлення верхньої сторони тіла світло-оливкового, сірого або блакитного кольору з численними оранжево-червоними та білими кільцями, а також плямами. Поширений у Південній і Південно-Східній Азії.",http://uk.wikipedia.org/wiki/Токей,imgs/155.jpg,До 1900-х,
Ігуана - носоріг,Родина Iguanidae,"Носоріг - ігуана, ігуана-носоріг, носоріг-ігуана",Cyclura cornuta,"Поширена на острові Сан-Домінго в Атлантичному океані. На верхній стороні морди цієї ігуани є три великі конусоподібні вирости, які нагадують роги носорога, унаслідок чого вона й дістала свою назву.",http://uk.wikipedia.org/wiki/Ігуана-носоріг,imgs/173.jpg,До 1900-х,
Полоз Шренка (амурський),Родина Colubridae,,Elaphe schrenckii,"Велика змія завдовжки до 2 метрів, поширена у Північному Китаї, Кореї й загалом на Далекому Сході між вищеназваними країнами. Трапляється в лісах і чагарниках, живиться пацюками, дрібними птахами та яйцями.",http://uk.wikipedia.org/wiki/Полоз_Шренка,imgs/168.jpg,До 1900-х,
Гюрза (левантійська гадюка),Родина Viperidae,,Macrovipera lebetina,"Вид отруйних змій з роду велетенських гадюк родини гадюкові. Загальна довжина досягає 2 метрів, а вага добігає до 3 кілограмів. Гюрза — дуже небезпечна отруйна змія, після її укусу домашні тварини та люди тяжко хворіють й нерідко гинуть. Отрута різко вираженої гемолітичної дії (впливає на кров і кровотворні органи). Гюрза є основним «постачальником» отрути, від неї отримують отруту для потреб фармакології й медицини. Мешкає у Північно-Західній Африці, островах Середземного моря, Західній, Середній та Південній Азії до Північно-Західної Індії.",http://uk.wikipedia.org/wiki/Гюрза,imgs/159.jpg,До 1900-х,
Кобра середньоазійська,Родина Elapidae,Середньоазійська кобра,Naja oxiana,"Загальна довжина досягає 1—1,5 метра. Голова помірного розміру, широка. Тулуб стрункий, кремезний. Має «каптур», який розкриває при небезпеці. Отруйні зуби короткі. Хоча ця кобра дуже отруйна, але кусає людину вона дуже рідко. Поширена у Середній Азії (Афганістані, Північно-Східному Ірані, Північно-Західному Пакистані, Киргизстані, Туркменістані, Таджикистані, Узбекистані, невеликими ділянками на Закавказзі).",http://uk.wikipedia.org/wiki/Кобра_середньоазійська,imgs/93.jpg,До 1900-х,
Кобра єгипетська,Родина Elapidae,Єгипетська кобра,Naja haje,"Полюбляє степові, пустельні місцини, гори, руїни, чагарники або завали каміння. Отрута небезпечна, становить загрозу життю людини, має нейротоксичні властивості. Істота мешкає у Північній (окрім Тунісу), Західній та Східній Африці до екватора, на Аравійському півострові.",http://uk.wikipedia.org/wiki/Кобра_єгипетська,imgs/76.jpg,До 1900-х,
Алігатор міссісіпський,Родина Alligatoridae,,Alligator mississippiensis,"Один з двох сучасних видів алігатора. Його природний ареал включає південно-східну частину США. Середня довжина дорослих самок не перевищує 3 метрів, довжина самців в середньому коливається від 4 до 4,5 метрів. Природний ареал охоплює Північну Америку — південно-східні штати США уздовж Атлантичного узбережжя і Мексиканської затоки. Алігатори є хижаками та живляться всім, що в змозі зловити. Основу їх раціону складають риби, черепахи, змії та невеликі ссавці. Молоді особини вживають в їжу комах, равликів і невеликих рибок. Полюють в основному вночі.",http://uk.wikipedia.org/wiki/Алігатор_міссісіпський,,До 1900-х,
Варан сірий (пустельний),Родина Varanidae,"Варан сірий пустельний, варан пустельний сірий, пустельний варан сірий, пустельний сірий варан, сірий варан пустельний, сірий пустельний варан",Varanus griseus,"Вид плазунів роду варан, розповсюджений в Північній Африці та Південно-Західній Азії. Відомо три підвиди сірих варанів — номінативний північноафриканський, середньоазійський та смугастий. У довжину сірий варан сягає 1,5 метра, вага тварини до 3,5 кілограмів. Сірі варани мають гарний зір, непоганий слух і чудовий нюх. Харчується він гризунами, комахами, скорпіонами, фалангами, ящірками, зміями, навіть отруйними, жабами, молодими їжаками та черепахами, зрідка птахами.",http://uk.wikipedia.org/wiki/Варан_сірий,,До 1900-х,
"Шипохвіст єгипетський (звичайний, дабб)",Родина Agamidae,,Uromastyx aegyptia (aegyptius),"Довжина сягає 75 сантиметрів, іноді 80. Колір шкіри одноманітний — сірий або бурий, іноді з дрібними темними цятками. Молоді шипохвости зі світлими поперечними смугами та плямами.Полюбляють піщану, кам'янисту місцину. Риють глибокі нори до 4 метрів завдовжки. Мають підвищену стійкість до високих температур середовища, зберігаючи активність при температурі ґрунту 53-57 градусів. Можуть тривалий час залишатися без води. Харчуються комахами, рослинами, квітами та плодами. При небезпеці ховаються у нору, виставляючи шипуватий хвіст назовні, яким роблять швидкі рухи. М'ясо і жир шипохвостів в деяких країнах вживають в їжу. Мешкають у Північній й Східній Африці, Південно-Західній Азії. // 


Рід ящірок з родини Агамових. Полюбляють піщану, кам'янисту місцину. Риють глибокі нори до 4 метрів завдовжки. Мають підвищену стійкість до високих температур середовища, зберігаючи активність при температурі ґрунту 53-57 градусів. Можуть тривалий час залишатися без води. Харчуються комахами, рослинами, квітами та плодами. Мешкають у Північній й Східній Африці, Південно-Західній Азії.",http://uk.wikipedia.org/wiki/Шипохвіст_єгипетський,imgs/172.jpg,До 1900-х,
Калкан чорноморський (азовський),Родина Scophthalmidae,,Scophthalmus maeoticus (Psetta maеotica),"Вид риб з родини Калканових, поширений у Чорному морі. Його часто розглядають як підвид Калкана великого, що мешкає в Середземному морі. Тіло високе, висота тіла майже дорівнює довжині або навіть більше. Тіло вкрите кістковими конічними шипами. Тіло калкана може досягати довжини 80-85 сантиметрів і маси 12-15 кілограмів. Самці менші за самиць. Може досягати віку 16 років. Калкан водиться тільки в Чорному та Азовському морях, заходить у гирла Дніпра і Дністра. Калкан — хижа риба. Вона живиться дрібною рибою, дрібними ракоподібними, молюсками.",http://uk.wikipedia.org/wiki/Калкан_чорноморський,imgs/162.jpg,До 1900-х,
Морський півень жовтий (тригла жовта),Родина Triglidae,,Chelidonichthys lucerna,"Один з дев'яти видів роду морських півнів; єдиний вид роду у фауні України. Поширені у східній Атлантиці від Норвегії до Кап-Блану вздовж берегів Африки, відсутній біля Мадейри та Азор. Також відомий у Середземному і Чорному морях. У Червоній книзі України має природоохоронний статус «Рідкісний».",http://uk.wikipedia.org/wiki/Морський_півень_жовтий,,До 1900-х,
Губка грецька (туалетна),Родина Spongiidae,,Spongia (Euspongia) officinalis,"Широко використовуються в повсякденному побуті, медицині, в промисловості, зокрема в ювелірній справі.",http://uk.wikipedia.org/wiki/Spongia_officinalis,imgs/158.jpg,До 1900-х,
Губка байкальська,Родина Lubomirskiidae,Байкальська губка,Lubomirskia baikalensis,Ендеміки озера Байкал. Тіло цих губок може сягати одного метра заввишки. ,http://en.wikipedia.org/wiki/Lubomirskia_baikalensis,imgs/152.jpg,До 1900-х,
Мадрепорові корали,Родина Oculinidae,Корали мадрепорові,Madrepora sp.,Мають добре розвинений зовнішній скелет. Більшість видів утворюють колонії. ,http://en.wikipedia.org/wiki/Madrepora,imgs/166.jpg,До 1900-х,
Волосатик звичайний (водяний волос),Родина Gordiidae,,Gordius aquaticus,Личинки паразитують у комахах та інших членистоногих. Дорослі черви мешкають у воді.,,imgs/154.jpg,До 1900-х,
Морський жолудь (балянус),Родина Balanidae,,Balanus sp.,"Їхнє тіло заховано у вапнякову черепашку, яка складається з окремих пластин. Дорослі тварини ведуть нерухомий спосіб життя, прикріплюючись до будь-яких підводних предметів і морських тварин. ",http://uk.wikipedia.org/wiki/Балянус,imgs/61.jpg,До 1900-х,
Лангусти,Родина Palinuridae,Лангусти,Palinurus spp.,Деякі лангусти досягають ваги понад 8 кілограмів. Не мають клешень. Поширені у Середземному морі та в Атлантичному океані. ,,imgs/53.jpg,До 1900-х,
Краб камчатський,Родина Lithodidae,Камчатський краб,Paralithodes camtschaticus,"Живе великими табунами та здійснює сезонні міграції. Самці досягають ваги 7 кілограмів і розміру 1,5 метра між кінцями середніх ніг. Мають велике промислове значення. ",http://uk.wikipedia.org/wiki/Краб_камчатський,imgs/62.jpg,До 1900-х,
Скорпіон кримський,Родина Euscorpiidae,Кримський скорпіон,Euscorpius tauricus,"Водиться в Криму. Розмір 35-40 міліметрів. Активний уночі, полює на дрібних безхребетних за допомогою жала з отруйною залозою, що міститься на кінці тіла.",http://uk.wikipedia.org/wiki/Скорпіон_кримський,imgs/169.jpg,До 1900-х,
Сольпуга павукоподібна (звичайна),Родина Galeodidae,,Galeodes araneoides,"Хижак, що сягає 5 сантиметрів завдовшки й дуже швидко бігає. В Україні найчастіше трапляється в Криму. Полює вночі на комах, що збираються на світло ламп. ",http://uk.wikipedia.org/wiki/Сольпуга_звичайна,imgs/170.jpg,До 1900-х,
Дибка степова,Родина Tettigoniidae,Степова дибка,Saga pedo,"Найбільший представник коників у фауні України, що досягає 8 сантиметрів завдовшки. Поширений у степах. Вид занесено до Червоної книги України.",http://uk.wikipedia.org/wiki/Дибка_степова,imgs/160.jpg,До 1900-х,
Гніздо оси звичайної,Родина Vespidae,,Vespula vulgaris,Часто влаштовуються в норах гризунів або в інших схованках у ґрунті.,,imgs/156.jpg,До 1900-х,
Круглочерева златка яванська,Родина Buprestidae,,Cyphogastra javanica,Мешкають на островах Нової Гвінеї.,http://en.wikipedia.org/wiki/Cyphogastra_javanica,imgs/48.jpg,До 1900-х,
Жук - олень (рогач звичайний),Родина Lucanidae,,Lucanus cervus,"Одні з найбільших та найцікавіших жуків Європи. Самиці, на відміну від самців, рогів не мають.",http://uk.wikipedia.org/wiki/Жук-олень,imgs/161.jpg,До 1900-х,
"Морське вухо (галіотіс, абалон)",Родина Haliotidae,,Haliotis sp.,"Перламутровий шар, що міститься на мушлях, використовується для виготовлення прикрас. У Китаї та Японії здавна вважаються цінним харчовим продуктом.",http://uk.wikipedia.org/wiki/Абалон,imgs/22.jpg,До 1900-х,
Шоломниця мадагаскарська,Родина Cassidae,,Cassis madagascariensis,"Живуть на невеликих глибинах поблизу берегів. Закопавшись у пісок, полюють на свою здобич - інших черевоногих молюсків.",http://en.wikipedia.org/wiki/Cassis_madagascariensis,imgs/150.jpg,До 1900-х,
Яйцекладка молюска - стромбуса,Родина Strombidae,,Strombus sp.,"Попри масивні черепашки, ці молюски можуть швидко пересуватись і навіть стрибати завдяки особливій будові ноги.",http://en.wikipedia.org/wiki/Strombus,imgs/174.jpg,До 1900-х,
Мурекс,Родина Muricidae,,Murex pecten,"Звичайний вид, поширений в Індійському та Тихому океанах. Черепашка має багато довгих тонких відростків, завдяки яким схожа на скелет риби.",,imgs/46.jpg,До 1900-х,
Молюск ципрея грошова,Родина Cypraeidae,Монета,Monetaria (Cypraea) moneta,"Ці маленькі ципреї використовувались як прикраси, а з появою торгівлі як гроші.",http://en.wikipedia.org/wiki/Monetaria_moneta,imgs/142.jpg,До 1900-х,
Молюски головоногі (цефалоподи),Родина Cephalopoda,,,"Найбільш високоорганізовані молюски, які мають розвинену нервову систему. Деякі головоногі сягають довжини 18 метрів, але є маленькі види довжиною до 1 сантиметра. Під час небезпеки викидають чорнильний заряд, який розпливається у воді чорною хмарою",http://uk.wikipedia.org/wiki/Головоногі,imgs/157.jpg,До 1900-х,
Коралоїд терновий вінець (акантастер),Родина Acanthasteridae,,Acanthaster planci,Звичайний мешканець коралових рифів Тихого та Індійського океанів. Живиться кораловими поліпами.,http://uk.wikipedia.org/wiki/Acanthaster_planci,imgs/164.jpg,До 1900-х,
Морськи зірки,Родина ,,Asteroidea,Характеризуються багатопроменевим тілом (п'ять променів і більше). Ведуть донний спосіб життя. Хижаки. Найбільші види досягають 70 сантиметрів.,http://uk.wikipedia.org/wiki/Морські_зірки,,До 1900-х,
Морські огірки (голотурії),Родина ,,Holothurioidea,"Мають мішкоподібну форму тіла, за що їх називають ""морськими огірками"". Їх широко вживають у їжу у країнах Південно-Східної Азії.",http://uk.wikipedia.org/wiki/Голотурії,,До 1900-х,
"Діорама ""Пінгвіни""",Родина Spheniscidae,,Pygoscelis adeliae / antarctica,"Діорама ""Пінгвіни"" відображає природу навколо Української антарктичної станції ""Академік Вернадський"". На ній представлено колонію пінгвінів Аделі та антарктичних. Пінгвіни щорічно кочують, долаючи відстань 600-700 кілометрів, до місць гніздування, а з настанням осені повертаються назад, на північ.",http://uk.wikipedia.org/wiki/Пінгвін_Аделі,imgs/90.jpg,До 1900-х,
Змієшийка американська,Родина Anhingidae,Американська змієшийка,Anhinga anhinga,"Поширена від південно-східної частини США до півночі Південної Америки. Коли змієшийка пливе, то над поверхнею води час від часу можна бачити тільки її голову і S-подібно вигнуту шию, яка нагадує вигин тіла змії. Живиться рибою, яку під водою протикає двома половинками напіввідкритого дзьоба, витягає на поверхню води й тільки тоді ковтає.",http://uk.wikipedia.org/wiki/Змієшийка_американська,imgs/77.jpg,До 1900-х,
Казарка червоновола,Родина Anatidae,Червоновола казарка,Branta (Rufibrenta) ruficollis,Гніздяться тільки в тундрі та північній лісотундрі Західного Сибіру від півострова Ямал до басейну ріки Хатанги. Зимують на півдні України. Вид внесено до Червоної Книги України.,http://uk.wikipedia.org/wiki/Казарка_червоновола,imgs/30.jpg,До 1900-х,
Магеланова гуска (каргарка),Родина Alaudidae,,Chloephaga picta,"Поширена в Південній Америці. Численні зграї цих гусок стають конкурентами вівцям, поїдаючи траву на пасовищах.",http://uk.wikipedia.org/wiki/Каргарка_магеланська,imgs/87.jpg,До 1900-х,
Лелеки чорний / білий,Родина Ciconiidae,,Ciconia nigra / ciconia,"Лелека білий мешкає в Європі, Північній Африці, Малій і Середній Азії, на Далекому Сході, в Японії. В Україні птах поширений повсюдно. Дуже міцні гнізда, які витримують найсильніші вітри та бурі, будують на дахах будівель і деревах. Лелека чорний поширений майже по всій Європі, крім півночі та тропічних областей. В Україні мешкає переважно на Поліссі та в Карпатському регіоні.",http://uk.wikipedia.org/wiki/Лелека_чорний,imgs/127.jpg,До 1900-х,
Чапля королівська (китоголов),Родина Balaenicipitidae,,Balaeniceps rex,"Живе у східній частині Африки. Особлива прикмета цього великого птаха – надзвичайно могутній широкий дзьоб, верхня щелепа якого закінчується міцним, гострим, загнутим донизу гачком. Живиться рибою, жабами, зміями та молюсками.",http://uk.wikipedia.org/wiki/Китоголов,,До 1900-х,
Ібіс священний,Родина Threskiornithidae,Священний ібіс,Threskiornis aethiopicus,"Поширений у тропічній Африці, Мадагаскарі та Іраку. Приліт ібісів навесні до Єгипту завжди збігався з піком розливу річки Ніл, родючий мул якої був запорукою високих врожаїв для давніх єгиптян. За їхніми уявленнями, ібіс був символом Тома - бога мудрості та правосуддя.",http://uk.wikipedia.org/wiki/Ібіс_священний,imgs/126.jpg,До 1900-х,
Орлан - білохвіст,Родина Accipitridae,,Haliaeetus albicilla,"Ареал охоплює більшу частину Євразії (переважно лісотундрова та лісова зони). В Україні – рідкісний осілий птах. Гніздо влаштовує на старих деревах або скелях. Живиться переважно рибою, але іноді полює на диких качок та інших птахів, зокрема й на ссавців розміром до зайця. Вид внесено до Червоної Книги України.",http://uk.wikipedia.org/wiki/Орлан-білохвіст,imgs/50.jpg,До 1900-х,
Ловчі соколи (денні хижі птахи),Родина ,,Falconiformes,З давніх часів люди використовували соколів для полювання. Добре навчений ловчий сокіл оцінювався на вагу золота.,http://uk.wikipedia.org/wiki/Соколоподібні,imgs/80.jpg,До 1900-х,
Шуліка рудий,Родина Accipitridae,Рудий шуліка,Milvus milvus,"Мешкає в Європі, Малій Азії та Закавказзі. Птах на межі зникнення. Вид занесено до Червоної Книги України та охоронних списків багатьох європейських країн.",http://uk.wikipedia.org/wiki/Шуліка_рудий,imgs/102.jpg,До 1900-х,
Птах - секретар,Родина Sagittariidae,,Sagittarius serpentarius,"Мешкає в саванах Африки на південь від Сахари. На потилиці є довгі чорні пір’їни, які нагадують пера, застромлені за вуха в писаря. Живиться гризунами, зміями, ящірками, забиваючи їх ударами ніг.",http://uk.wikipedia.org/wiki/Птах-секретар,imgs/92.jpg,До 1900-х,
Дрохва євразійська,Родина Otididae,"Дрохва євразійська дрофа, ",Otis tarda,"У минулому була поширена повсюдно у степовій зоні Євразії, у Північній Африці. Тепер у межах колишнього суцільногорозповсюдження гніздяться лише на окремих острівцях, що лишились від колишнього ареалу нього. Вид внесено до Червоної Книги України.",http://uk.wikipedia.org/wiki/Дрохва_євразійська,imgs/75.jpg,До 1900-х,
Журавель вінценосний південний (сірий),Родина Gruidae,,Balearica regulorum,Поширені в Африці на південь від екватора. Споруджують гнізда на деревах.,http://uk.wikipedia.org/wiki/Журавель-вінценос_південний,imgs/70.jpg,До 1900-х,
Брижач,Родина Scolopacidae,"Брижач турухтан, турухтан брижач",Philomachus pugnax,"Гніздяться на півночі Євразії. Шлюбне пір'я у самців з’являється у квітні-травні – це барвисті комірці. Під час токування самці стають у бойові пози, настобурчують комірці, розпускають хвости та роблять символічні випади, залякуючи своїх суперників.",http://uk.wikipedia.org/wiki/Брижач,imgs/59.jpg,До 1900-х,
Лопатень,Родина Scolopacidae,Кулик - лопатень,Calidris (Eurynorhynchus) pygmeus,"Ендемік Чукотського півострова. На зиму відлітає в Південно-Східну Азію. Кулик має дзьоб у вигляді совочка зі щипчиками на кінці, за допомогою яких вибирає на дні водойм поживу з мулу.",http://uk.wikipedia.org/wiki/Лопатень,imgs/86.jpg,До 1900-х,
Чоботар синьоногий (шилодзьобка),Родина Recurvirostridae,,Recurvirostra avosetta,"Поширена у Південній Європі, Південній Азії та Африці. В Україні звичайний гніздовий птах узбереж Чорного, Азовського морів і Сиваша. Живиться різними водними безхребетними, блукаючи, а іноді й плаваючи по воді.",http://uk.wikipedia.org/wiki/Чоботар,imgs/41.jpg,До 1900-х,
Сніжниця жовтодзьоба (сивка біла),Родина Chionidae,,Chionis albus (alba),"Населяють острови між Антарктидою та Південною Америкою. Живляться морськими безхребетними тваринами, яйцями птахів, іноді викрадають пташенят.",http://uk.wikipedia.org/wiki/Сніжниця_жовтодзьоба,imgs/51.jpg,До 1900-х,
Кроншнеп (кульон) великий,Родина Scolopacidae,,Numenius arquata,Ареал охоплює Євразію. В Україні зрідка гніздиться на Поліссі та на узбережжях Чорного й Азовського морів. Вид внесено до Червоної Книги України,http://uk.wikipedia.org/wiki/Кульон_великий,imgs/81.jpg,До 1900-х,
Голуб вінценосний (коронач західний),Родина Columbidae,,Goura cristata,Найбільший представник ряду голубоподібних. Ендемік Нової Гвінеї та прилеглих островів.,http://uk.wikipedia.org/wiki/Коронач_західний,imgs/72.jpg,До 1900-х,
Ара зеленокрилий (червоно - зелений),Родина Psittacidae,,Ara chloropterus (chloroptera),"Поширений у тропічних лісах Південної Америки. Здійснює розбійницькі напади на фруктові плантації. Міцний дзьоб дозволяє йому розгризати кісточки плодів, які за міцністю можна порівняти з камінням.",http://uk.wikipedia.org/wiki/Ара_червоно-зелений,imgs/40.jpg,До 1900-х,
Совиний папуга (какапо),Родина Strigopidae,,Strigops habroptilus,"Ендемік Нової Зеландії. Нелетючий птах, веде нічний спосіб життя.",http://uk.wikipedia.org/wiki/Какапо,imgs/29.jpg,До 1900-х,
"Нестор - кака (білоголовий, зелений)",Родина ,,Nestor kaka,"Гніздиться на високогір’ях Нової Зеландії, вище лісової смуги, де дмуть сильні вітри та взимку випадає сніг. Основна пожива Нестора – рослини, фрукти та безхребетні тварини.",http://uk.wikipedia.org/wiki/Нестор_білоголовий,imgs/28.jpg,До 1900-х,
Велика зозуля-подорожник,Родина Cuculidae,,Geococcys californianus,"Поширена в південно-західних районах США та Мексиці. Більшу частину життя проводить на землі, літає неохоче та тільки на короткі відстані. Під час бігу розвиває швидкість до 40 кілометрів на годину. Живиться ящірками, зміями, великими комахами.",http://uk.wikipedia.org/wiki/Таязура-подорожник_каліфорнійська,imgs/153.jpg,До 1900-х,
"Турако (туракові, бананоїди)",Родина Musophagidae,,,Поширені в Африці на південь від Сахари. Традиційно родину відносили до ряду зозулеподібних. На відміну від справжніх зозуль вони самі насиджують і вигодовують своїх пташенят.,http://uk.wikipedia.org/wiki/Туракові,imgs/129.jpg,До 1900-х,
Сипуха крапчаста (звичайна),Родина Tytonidae,,Tyto alba,"Поширена в Європі, Африці, Азії, Америці та Австралії. Гніздиться в населених пунктах у покинутих або маловідвідуваних кам’яних чи дерев’яних будівлях, а також у дуплах старих дерев. Живиться мишовидними гризунами, іноді дрібними птахами та крабами. Полює тільки вночі. Вид занесено до Червоної Книги України.",http://uk.wikipedia.org/wiki/Сипуха_крапчаста,imgs/94.jpg,До 1900-х,
Сова біла (полярна),Родина Strigidae,,Nyctea scandiaca (Bubo scandiacus),Кругополярний птах. Живе в тундрі на берегах і островах Північного Льодовитого океану. В Україні – рідкісний залітний вид. ,http://uk.wikipedia.org/wiki/Сова_біла,imgs/97.jpg,До 1900-х,
